126	19	105200	4
127	20	105200	4
128	21	155240	4
129	31	105210	4
131	33	105200	4
132	34	127750	4
133	38	122200	4
134	39	600072	4
135	41	249100	4
136	42	105250	4
137	42	613955	4
138	43	204870	4
139	44	607541	4
140	45	610430	4
141	45	153600	4
142	46	605027	4
143	47	604451	4
144	48	182000	4
145	49	191900	4
146	50	259680	4
147	51	180300	4
148	52	266600	4
149	55	171400	4
150	58	254400	4
151	14	105400	4
152	1	8713166	3
153	1	6375662	3
154	1	3159021	3
155	2	3296768	3
156	2	3535798	3
157	2	2668761	3
158	2	3317417	3
159	60	8213634	3
160	3	9267034	3
161	3	10410676	3
162	4	2357270	3
163	4	10704204	3
164	4	9600990	3
165	5	3092727	3
166	6	9034563	3
167	7	7445983	3
168	7	1672107	3
169	8	4102463	3
170	9	4655034	3
171	9	6886625	3
172	10	2364266	3
173	10	7751849	3
174	10	10391242	3
175	11	10781099	3
176	11	11895040	3
177	12	3475718	3
178	12	7131028	3
179	13	2522541	3
180	13	3159021	3
181	14	19022905	3
182	14	19271992	3
183	15	9006323	3
184	16	3286343	3
185	16	6337294	3
186	17	3142462	3
187	18	2157434	3
188	18	2153578	3
189	19	8097946	3
190	20	8464497	3
191	21	56421	3
192	22	11401442	3
193	23	2118650	3
194	23	8141123	3
195	23	7874834	3
196	24	16021505	3
197	24	16810284	3
198	25	27297947	3
199	26	26790392	3
200	27	18449172	3
201	28	21900878	3
202	29	5055786	3
203	29	5096367	3
204	29	11946204	3
205	29	4816450	3
206	29	10036584	3
207	29	4198200	3
208	29	4205522	3
209	30	6507586	3
210	30	2320592	3
211	30	7244554	3
212	30	7033114	3
213	31	279930	3
214	31	6208668	3
215	31	2646319	3
216	33	3537446	3
217	33	3893430	3
218	34	2683563	3
219	34	1436523	3
220	35	14647039	3
221	35	18484335	3
222	36	18571782	3
223	36	21584652	3
224	37	2901160	3
225	38	9657906	3
226	38	13814113	3
227	39	3762620	3
228	39	1346338	3
229	39	7654073	3
230	40	1562050	3
231	40	10411933	3
232	41	14022004	3
233	41	5056669	3
234	41	3966749	3
235	41	10211405	3
236	42	14329250	3
237	43	9418728	3
238	44	1454323	3
239	45	2492644	3
240	45	6403452	3
241	45	8487054	3
242	45	6155694	3
243	45	11530809	3
244	46	1086712	3
245	46	9137796	3
246	46	15297973	3
247	46	12002783	3
248	46	14717777	3
249	47	4127464	3
250	47	385032	3
251	48	7976084	3
252	48	11132094	3
253	49	6406764	3
254	49	10486324	3
255	50	2071276	3
256	51	20266988	3
257	51	18887096	3
258	51	18100843	3
259	51	18623808	3
260	51	20787830	3
261	51	7310780	3
262	51	3893817	3
263	52	842528	3
264	52	1995278	3
265	52	1522802	3
266	53	5953729	3
267	53	7060030	3
268	54	13498599	3
269	54	7022798	3
270	55	2576949	3
271	55	2573304	3
272	56	17586002	3
273	56	23619586	3
274	57	8348730	3
275	57	4100068	3
276	57	1760372	3
277	58	5846552	3
278	58	5881533	3
279	58	9216538	3
280	59	14194996	3
281	59	24292696	3
282	61	27764008	3
283	61	8753122	3
284	62	7246499	3
285	62	888804	3
286	62	3953498	3
287	62	3925758	3
288	63	19805777	3
289	63	22264247	3
290	32	7458437	3
291	32	4087259	3
292	32	3073036	3
293	32	10088952	3
294	32	17065112	3
295	60	6437933	3
296	52	K52	1
297	51	26339445	3
298	45	26339445	3
299	1	17065112	3
300	2	26636105	3
301	3	21163446	3
302	4	29191831	3
303	5	19571726	3
304	7	17278997	3
305	8	22335280	3
306	8	1565488	3
307	8	5011672	3
308	8	2813458	3
309	8	24082415	3
310	8	11126834	3
311	9	10842708	3
312	10	11193180	3
313	10	11159188	3
314	11	14690516	3
315	12	19225789	3
316	13	11300721	3
317	13	26362596	3
318	16	24462809	3
319	17	11266606	3
320	18	1338910	3
321	18	2175344	3
322	18	4313418	3
323	18	9547007	3
324	19	8113408	3
325	19	19633201	3
326	20	28963698	3
327	20	25217048	3
328	20	21988333	3
329	21	15459123	3
330	22	14986481	3
331	22	21728005	3
332	22	24561203	3
333	23	16632032	3
334	24	23302715	3
335	25	27840752	3
336	27	25873265	3
337	27	27959636	3
338	28	27262366	3
339	29	25387054	3
340	30	14640042	3
341	31	28213611	3
342	31	25044787	3
343	32	28538281	3
344	33	11148456	3
345	33	29268797	3
346	33	27959636	3
347	37	15677530	3
348	39	28324299	3
349	40	17679143	3
350	41	16284730	3
351	42	28342017	3
352	43	27913443	3
353	44	18243154	3
354	45	23689541	3
355	46	20403049	3
356	47	16076610	3
357	49	14872505	3
358	49	29163488	3
359	51	28613962	3
360	52	28845105	3
361	52	29707074	3
362	53	28509249	3
363	54	23283540	3
364	55	29420094	3
365	56	21143856	3
366	59	8810937	3
367	60	24348320	3
368	62	25054230	3
369	63	24446896	3
370	64	1147457	3
371	64	25579733	3
372	64	22961375	3
373	64	10644872	3
374	65	23965844	3
375	65	11239851	3
376	65	11443543	3
377	66	26233953	3
378	66	24106820	3
379	66	10224498	3
380	66	27791393	3
381	67	24224623	3
382	67	24296653	3
383	67	25623792	3
384	68	15457465	3
385	68	19011501	3
386	68	27213830	3
387	68	8973873	3
388	68	15536479	3
389	69	4682027	3
390	69	30210893	3
391	69	28202864	3
392	69	29787840	3
393	69	26339445	3
394	70	991472	3
395	70	17687556	3
396	70	13381422	3
397	70	20477021	3
398	71	18306167	3
399	64	M35	1
400	66	M30	1
401	67	G60	1
402	69	M35	1
403	70	M32	1
404	71	G71	1
405	64	D001528	2
406	65	C536657	2
407	66	D010488	2
408	68	D054078	2
409	69	D012859	2
410	70	D008180	2
411	71	C535899	2
412	64	109650	4
413	65	142680	4
414	66	615688	4
415	68	610377	4
416	68	260920	4
417	69	270150	4
418	70	152700	4
419	71	253601	4
